ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
7888;Z MATERIALNO ŠKODO;LJUBLJANA;12.06.2025;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28035;DOLENJSKA CESTA;240;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;98699;464100;2;UDELEŽENEC;43;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;24;09;,00;,00
7889;Z MATERIALNO ŠKODO;LJUBLJANA;12.06.2025;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;26027;LITIJSKA CESTA;53;CESTA;OSTALO;ÈELNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;101018;465007;1;UDELEŽENEC;41;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
7889;Z MATERIALNO ŠKODO;LJUBLJANA;12.06.2025;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;26027;LITIJSKA CESTA;53;CESTA;OSTALO;ÈELNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;101018;465007;2;POVZROÈITELJ;35;ŽENSKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;11;01;,00;,00
7890;Z LAŽJO TELESNO POŠKODBO;POSTOJNA;12.06.2025;16;NE;CESTA;REGIONALNA CESTA II. REDA;00409;LJ VIÈ-VRHNIKA-LOGATEC;00305;RAVBARKOMANDA-POSTOJNA;3219;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;70734;438707;1;UDELEŽENEC;23;ŽENSKI;;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;05;02;,00;,00
7891;Z MATERIALNO ŠKODO;LJUBLJANA;11.06.2025;15;DA;CESTA;REGIONALNA CESTA III. REDA;00748;V.LAŠÈE-LUŽARJI-NOVA VAS;02412;VELIKE LAŠÈE-NOVA VAS;2650;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;REDEK;SUHO;ASFALT;74794;470842;1;POVZROÈITELJ;53;MOŠKI;RIBNICA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
7891;Z MATERIALNO ŠKODO;LJUBLJANA;11.06.2025;15;DA;CESTA;REGIONALNA CESTA III. REDA;00748;V.LAŠÈE-LUŽARJI-NOVA VAS;02412;VELIKE LAŠÈE-NOVA VAS;2650;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;REDEK;SUHO;ASFALT;74794;470842;2;UDELEŽENEC;44;MOŠKI;RIBNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;26;04;,00;,00
7892;Z MATERIALNO ŠKODO;LJUBLJANA;13.06.2025;1;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24153;VOJKOVA CESTA;100;KROŽNO KRIŽIŠÈE;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;104714;462942;1;;-1;;CELJE;SLOVENIJA;;;;0;0;,00;,00
7892;Z MATERIALNO ŠKODO;LJUBLJANA;13.06.2025;1;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24153;VOJKOVA CESTA;100;KROŽNO KRIŽIŠÈE;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;104714;462942;2;POVZROÈITELJ;25;ŽENSKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;04;,00;,00
7893;Z LAŽJO TELESNO POŠKODBO;PTUJ;12.06.2025;17;DA;CESTA;REGIONALNA CESTA III. REDA;00690;MAJŠPERK-JUROVCI-ZG.LESK.;01234;MAJŠPERK-JUROVCI;108;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;135318;557107;1;POVZROÈITELJ;9;MOŠKI;PTUJ;SLOVENIJA;LAŽJA TELESNA POŠKODBA;KOLESAR;NE;0;0;,00;,00
7893;Z LAŽJO TELESNO POŠKODBO;PTUJ;12.06.2025;17;DA;CESTA;REGIONALNA CESTA III. REDA;00690;MAJŠPERK-JUROVCI-ZG.LESK.;01234;MAJŠPERK-JUROVCI;108;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;135318;557107;2;POVZROÈITELJ;39;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;SKRBNIK MLADOLETNIKA;NE;0;0;,00;,00
7893;Z LAŽJO TELESNO POŠKODBO;PTUJ;12.06.2025;17;DA;CESTA;REGIONALNA CESTA III. REDA;00690;MAJŠPERK-JUROVCI-ZG.LESK.;01234;MAJŠPERK-JUROVCI;108;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;135318;557107;3;UDELEŽENEC;67;MOŠKI;ŠKOFJA LOKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;48;01;,00;,00
7894;Z LAŽJO TELESNO POŠKODBO;RADOVLJICA;12.06.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;44003;BLED;00025;LJUBLJANSKA CESTA;29;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;KOLONA VOZIL;SUHO;ASFALT;136819;432372;1;UDELEŽENEC;60;MOŠKI;RADOVLJICA;BOSNA IN HERCEGOVINA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
7894;Z LAŽJO TELESNO POŠKODBO;RADOVLJICA;12.06.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;44003;BLED;00025;LJUBLJANSKA CESTA;29;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;KOLONA VOZIL;SUHO;ASFALT;136819;432372;2;POVZROÈITELJ;57;MOŠKI;JESENICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;02;06;,00;,00
7894;Z LAŽJO TELESNO POŠKODBO;RADOVLJICA;12.06.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;44003;BLED;00025;LJUBLJANSKA CESTA;29;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;KOLONA VOZIL;SUHO;ASFALT;136819;432372;3;UDELEŽENEC;71;MOŠKI;RADOVLJICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;50;03;,00;,00
7895;Z MATERIALNO ŠKODO;MARIBOR;08.06.2025;6;DA;CESTA;REGIONALNA CESTA III. REDA;00710;MARIBOR-PTUJ-TURNIŠÈE;01292;MARIBOR-VURBERG-PTUJ;50;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;156647;550761;1;UDELEŽENEC;54;ŽENSKI;;BOLGARIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;99;00;,00;,00
7896;Z LAŽJO TELESNO POŠKODBO;ŠENTJUR PRI CELJU;11.06.2025;16;NE;CESTA;GLAVNA CESTA II. REDA;00107;CELJE-ŠENTJ PRI C-DOBOVEC;01274;CELJE-ŠENTJUR;8000;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;119840;528027;1;POVZROÈITELJ;38;MOŠKI;LAŠKO;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;02;,00;,00
7896;Z LAŽJO TELESNO POŠKODBO;ŠENTJUR PRI CELJU;11.06.2025;16;NE;CESTA;GLAVNA CESTA II. REDA;00107;CELJE-ŠENTJ PRI C-DOBOVEC;01274;CELJE-ŠENTJUR;8000;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;119840;528027;2;UDELEŽENEC;47;MOŠKI;ŠMARJE PRI JELŠAH;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;25;08;,00;,00
7896;Z LAŽJO TELESNO POŠKODBO;ŠENTJUR PRI CELJU;11.06.2025;16;NE;CESTA;GLAVNA CESTA II. REDA;00107;CELJE-ŠENTJ PRI C-DOBOVEC;01274;CELJE-ŠENTJUR;8000;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;119840;528027;3;UDELEŽENEC;34;MOŠKI;CELJE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;10;,00;,00
7897;Z MATERIALNO ŠKODO;PTUJ;01.06.2025;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;42135;PTUJ;00075;RAIÈEVA ULICA;3;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;GOST;SUHO;ASFALT;142788;566937;1;POVZROÈITELJ;71;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;47;05;,12;,00
7897;Z MATERIALNO ŠKODO;PTUJ;01.06.2025;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;42135;PTUJ;00075;RAIÈEVA ULICA;3;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;GOST;SUHO;ASFALT;142788;566937;2;POVZROÈITELJ;33;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;01;,00;,00
7898;Z LAŽJO TELESNO POŠKODBO;KOPER;11.06.2025;10;NE;CESTA;HITRA CESTA;000H6;KP ŠKOCJAN-IZOLA-LUCIJA;00789;KOPER SEMEDELA-IZOLA;2500;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;NEZNANO;SUHO;ASFALT;45210;397751;1;POVZROÈITELJ;18;MOŠKI;KOPER;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK MOTORNEGA KOLESA;DA;01;06;,00;,00
7899;Z MATERIALNO ŠKODO;GROSUPLJE;06.06.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;09047;GROSUPLJE;00051;ERJAVÈEVA CESTA;5;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;REDEK;SUHO;ASFALT;91461;473938;1;UDELEŽENEC;60;MOŠKI;VRHNIKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;32;05;,00;,00
7899;Z MATERIALNO ŠKODO;GROSUPLJE;06.06.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;09047;GROSUPLJE;00051;ERJAVÈEVA CESTA;5;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;REDEK;SUHO;ASFALT;91461;473938;2;UDELEŽENEC;43;ŽENSKI;GROSUPLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;23;11;,00;,00
7900;Z MATERIALNO ŠKODO;PTUJ;02.06.2025;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;42135;PTUJ;00044;MARIBORSKA CESTA;2;KROŽNO KRIŽIŠÈE;PREMIKI Z VOZILOM;TRÈENJE V OBJEKT;JASNO;NEZNANO;SUHO;ASFALT;142141;566433;1;;-1;;;SLOVENIJA;;;;0;0;,00;,00
7900;Z MATERIALNO ŠKODO;PTUJ;02.06.2025;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;42135;PTUJ;00044;MARIBORSKA CESTA;2;KROŽNO KRIŽIŠÈE;PREMIKI Z VOZILOM;TRÈENJE V OBJEKT;JASNO;NEZNANO;SUHO;ASFALT;142141;566433;2;POVZROÈITELJ;46;MOŠKI;DOMŽALE;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;28;01;,00;,00
7901;Z MATERIALNO ŠKODO;KOPER;11.06.2025;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00158;VANGANELSKA CESTA;55;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NEZNANO;SUHO;ASFALT;44086;401519;1;UDELEŽENEC;59;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;38;06;,00;,00
7902;Z MATERIALNO ŠKODO;MARIBOR;08.06.2025;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00584;ULICA MOŠE PIJADA;15;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;157282;549364;1;;-1;;MARIBOR;SLOVENIJA;;;;0;0;,00;,00
7902;Z MATERIALNO ŠKODO;MARIBOR;08.06.2025;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00584;ULICA MOŠE PIJADA;15;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;157282;549364;2;POVZROÈITELJ;18;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;01;,00;,00
7903;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;26.05.2025;15;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00044;BLAGOVICA-KRTINA;8800;CESTA;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;114157;476199;1;POVZROÈITELJ;73;MOŠKI;KRANJ;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK TOVORNEGA VOZILA;NE;34;11;,00;,00
7903;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;26.05.2025;15;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00044;BLAGOVICA-KRTINA;8800;CESTA;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;114157;476199;2;UDELEŽENEC;38;MOŠKI;;ROMUNIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;NEZNANO;17;11;,00;,00
7904;Z LAŽJO TELESNO POŠKODBO;RADLJE OB DRAVI;08.06.2025;11;DA;CESTA;GLAVNA CESTA;00001;VIÈ-DRAVOGRAD-MB-MIKLAVŽ;00242;RADLJE;2280;KRIŽIŠÈE;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;163585;518076;1;POVZROÈITELJ;26;MOŠKI;RADLJE OB DRAVI;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;08;10;,00;,00
7905;Z MATERIALNO ŠKODO;SEŽANA;12.06.2025;11;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00661;KOZINA-ÈRNI KAL;5200;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;49923;414237;1;UDELEŽENEC;38;MOŠKI;ILIRSKA BISTRICA;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;18;10;,00;,00
7905;Z MATERIALNO ŠKODO;SEŽANA;12.06.2025;11;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00661;KOZINA-ÈRNI KAL;5200;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;49923;414237;2;POVZROÈITELJ;71;MOŠKI;;AVSTRIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;29;09;,00;,00
7906;Z MATERIALNO ŠKODO;SLOVENSKE KONJICE;12.06.2025;11;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;51083;ŽIÈE-SLOVENSKE KONJICE;0;NI ODSEKOV;71;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;130704;536714;1;UDELEŽENEC;35;ŽENSKI;SLOVENSKE KONJICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;02;,00;,00
7907;Z LAŽJO TELESNO POŠKODBO;CERKNICA;12.06.2025;7;DA;CESTA;REGIONALNA CESTA;00212;UNEC - CERKNICA - ŽLEBIÈ;01116;UNEC-RAKEK;1680;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;75115;446479;1;UDELEŽENEC;37;MOŠKI;CERKNICA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK MOTORNEGA KOLESA;DA;22;10;,00;,00
7907;Z LAŽJO TELESNO POŠKODBO;CERKNICA;12.06.2025;7;DA;CESTA;REGIONALNA CESTA;00212;UNEC - CERKNICA - ŽLEBIÈ;01116;UNEC-RAKEK;1680;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;75115;446479;2;POVZROÈITELJ;82;ŽENSKI;CERKNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;56;01;,00;,00
7908;Z LAŽJO TELESNO POŠKODBO;CERKNICA;12.06.2025;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;04095;STARI TRG PRI LOŽU;00001;CESTA NOTRANJSKEGA ODREDA;36;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;JASNO;REDEK;SUHO;ASFALT;63802;458917;1;POVZROÈITELJ;24;MOŠKI;CERKNICA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK KOLESA S POMOŽNIM ELEKTRIÈNIM MOTORJEM;NE;0;0;,00;2,66
7909;Z MATERIALNO ŠKODO;SLOVENSKE KONJICE;12.06.2025;15;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;51079;ZEÈE;0;NI ODSEKOV;37;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;KOLONA VOZIL;SUHO;ASFALT;135657;530346;1;UDELEŽENEC;26;ŽENSKI;SLOVENSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;06;06;,00;,00
7910;Z MATERIALNO ŠKODO;PTUJ;30.05.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;42135;PTUJ;00066;ORMOŠKA CESTA;3;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;GOST;SUHO;ASFALT;142483;567474;1;UDELEŽENEC;67;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;47;03;,00;,00
7910;Z MATERIALNO ŠKODO;PTUJ;30.05.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;42135;PTUJ;00066;ORMOŠKA CESTA;3;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;GOST;SUHO;ASFALT;142483;567474;2;POVZROÈITELJ;72;ŽENSKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;40;03;,00;,00
7911;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;07.06.2025;22;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;06146;ZABORŠT-DOMŽALE;00002;KRUMPERŠKA ULICA;32;KRIŽIŠÈE;OSTALO;OSTALO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;110707;470172;1;POVZROÈITELJ;24;ŽENSKI;DOMŽALE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;11;,00;,00
7911;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;07.06.2025;22;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;06146;ZABORŠT-DOMŽALE;00002;KRUMPERŠKA ULICA;32;KRIŽIŠÈE;OSTALO;OSTALO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;110707;470172;2;UDELEŽENEC;24;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;05;11;,00;,00
7912;Z LAŽJO TELESNO POŠKODBO;ZAGORJE OB SAVI;12.06.2025;20;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;61070;ZAVINE;0;NI ODSEKOV;4;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;JASNO;REDEK;SUHO;ASFALT;112502;496797;1;POVZROÈITELJ;19;ŽENSKI;ZAGORJE OB SAVI;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK LAHKEGA ŠTIRIKOLESA;DA;00;01;,00;,00
7912;Z LAŽJO TELESNO POŠKODBO;ZAGORJE OB SAVI;12.06.2025;20;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;61070;ZAVINE;0;NI ODSEKOV;4;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;JASNO;REDEK;SUHO;ASFALT;112502;496797;2;UDELEŽENEC;13;ŽENSKI;ZAGORJE OB SAVI;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
7913;Z MATERIALNO ŠKODO;TRŽIÈ;11.06.2025;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;58029;TRŽIÈ-TRŽIÈ;00003;CANKARJEVA CESTA;1;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;NEZNANO;NEZNANO;OSTALO;ASFALT;136137;446882;1;UDELEŽENEC;62;MOŠKI;TRŽIÈ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;44;10;,00;,00
7914;Z MATERIALNO ŠKODO;NOVA GORICA;15.05.2025;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;37030;DRAGA-NOVA GORICA;0;NI ODSEKOV;17;CESTA;NEPRAVILNO PREHITEVANJE;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;83613;401616;1;UDELEŽENEC;57;ŽENSKI;RADOVLJICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;36;0;,00;,00
7915;Z LAŽJO TELESNO POŠKODBO;ŠKOFJA LOKA;11.06.2025;13;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;53059;JAVORJE-GORENJA VAS-POLJA;0;NI ODSEKOV;35;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;REDEK;POŠKODOVANO;ASFALT;114233;437952;1;POVZROÈITELJ;66;ŽENSKI;;ZDRUŽENE DRŽAVE AMERIKE;LAŽJA TELESNA POŠKODBA;KOLESAR;NEZNANO;0;0;,00;,00
7916;Z MATERIALNO ŠKODO;KOPER;10.06.2025;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00166;SEMEDELA;79;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;NEZNANO;NEZNANO;OSTALO;OSTALO;44201;398615;1;POVZROÈITELJ;69;MOŠKI;KOPER;SLOVENIJA;BREZ POŠKODBE;VOZNIK MOPEDA DO 25 KM/H;NEZNANO;0;0;,00;,00
7916;Z MATERIALNO ŠKODO;KOPER;10.06.2025;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00166;SEMEDELA;79;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;NEZNANO;NEZNANO;OSTALO;OSTALO;44201;398615;2;UDELEŽENEC;56;ŽENSKI;KOPER;UKRAJINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;0;0;,00;,00
7917;Z MATERIALNO ŠKODO;PTUJ;05.06.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;42135;PTUJ;00091;ŠPINDLERJEVA ULICA;3;KROŽNO KRIŽIŠÈE;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;143323;568562;1;UDELEŽENEC;42;ŽENSKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;18;05;,00;,00
7917;Z MATERIALNO ŠKODO;PTUJ;05.06.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;42135;PTUJ;00091;ŠPINDLERJEVA ULICA;3;KROŽNO KRIŽIŠÈE;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;143323;568562;2;POVZROÈITELJ;76;ŽENSKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;44;05;,00;,00
