ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
12951;Z MATERIALNO ŠKODO;LJUBLJANA;01.09.2025;13;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00019;LJ MALENCE-DOLENJSKA C.;200;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;97169;465128;1;POVZROÈITELJ;81;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;56;00;,00;,00
12951;Z MATERIALNO ŠKODO;LJUBLJANA;01.09.2025;13;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00019;LJ MALENCE-DOLENJSKA C.;200;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;97169;465128;2;UDELEŽENEC;35;ŽENSKI;;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;11;03;,00;,00
12952;Z MATERIALNO ŠKODO;LJUBLJANA;01.09.2025;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;26026;LETALIŠKA CESTA;30;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;102503;466729;1;UDELEŽENEC;37;ŽENSKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;19;07;,00;,00
12952;Z MATERIALNO ŠKODO;LJUBLJANA;01.09.2025;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;26026;LETALIŠKA CESTA;30;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;102503;466729;2;POVZROÈITELJ;58;MOŠKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;37;07;,00;,00
12953;Z MATERIALNO ŠKODO;LJUBLJANA;11.08.2025;0;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24153;VOJKOVA CESTA;78;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;NEZNANO;NEZNANO;SUHO;ASFALT;103714;462879;1;;37;MOŠKI;;;;;;0;0;,00;,00
12954;Z MATERIALNO ŠKODO;JESENICE;01.09.2025;12;NE;CESTA;REGIONALNA CESTA;00206;KRANJSKA GORA-VRŠIÈ-BOVEC;01043;RUSKA CESTA  ERIKA-VRŠIÈ;8800;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;144888;403596;1;UDELEŽENEC;49;MOŠKI;KRANJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
12954;Z MATERIALNO ŠKODO;JESENICE;01.09.2025;12;NE;CESTA;REGIONALNA CESTA;00206;KRANJSKA GORA-VRŠIÈ-BOVEC;01043;RUSKA CESTA  ERIKA-VRŠIÈ;8800;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;144888;403596;2;POVZROÈITELJ;53;ŽENSKI;;NEMÈIJA;BREZ POŠKODBE;VOZNIK MOTORNEGA KOLESA;DA;07;00;,00;,00
12955;Z MATERIALNO ŠKODO;LITIJA;01.09.2025;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;23128;ŠMARTNO PRI LITIJI;00001;BARTLOVA ULICA;3;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NEZNANO;SUHO;ASFALT;101018;487638;1;UDELEŽENEC;31;ŽENSKI;LITIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;13;01;,00;,00
12956;Z MATERIALNO ŠKODO;NOVO MESTO;01.09.2025;9;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;38268;SREBRNIÈE;0;NI ODSEKOV;1;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;MAKADAM;72557;510609;1;UDELEŽENEC;38;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
12956;Z MATERIALNO ŠKODO;NOVO MESTO;01.09.2025;9;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;38268;SREBRNIÈE;0;NI ODSEKOV;1;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;MAKADAM;72557;510609;2;POVZROÈITELJ;68;MOŠKI;NOVO MESTO;;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;51;05;,11;,00
12957;Z MATERIALNO ŠKODO;LJUBLJANA;01.09.2025;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28017;CESTA DVEH CESARJEV;71;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;GOST;SUHO;ASFALT;99057;459590;1;UDELEŽENEC;29;MOŠKI;;ROMUNIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;NE;02;04;,00;,00
12958;Z LAŽJO TELESNO POŠKODBO;POSTOJNA;01.09.2025;14;NE;CESTA;REGIONALNA CESTA II. REDA;00405;DIVAÈA-FAMLJE-RIBNICA;01022;FAMLJE-RIBNICA;10135;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;55352;432147;1;UDELEŽENEC;54;MOŠKI;ILIRSKA BISTRICA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK TOVORNEGA VOZILA;DA;24;01;,00;,00
12958;Z LAŽJO TELESNO POŠKODBO;POSTOJNA;01.09.2025;14;NE;CESTA;REGIONALNA CESTA II. REDA;00405;DIVAÈA-FAMLJE-RIBNICA;01022;FAMLJE-RIBNICA;10135;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;55352;432147;2;POVZROÈITELJ;71;MOŠKI;;HRVAŠKA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;32;11;,00;,00
12959;S SMRTNIM IZIDOM;GROSUPLJE;23.08.2025;20;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00022;GROSUPLJE-IVANÈNA GORICA;2500;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;92079;475662;1;POVZROÈITELJ;57;MOŠKI;;BOSNA IN HERCEGOVINA;SMRT;VOZNIK MOTORNEGA KOLESA;DA;27;03;,00;,00
12960;Z MATERIALNO ŠKODO;LJUBLJANA;01.09.2025;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28069;JAMOVA CESTA;61;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;100369;460220;1;UDELEŽENEC;27;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;05;07;,00;,00
12961;Z MATERIALNO ŠKODO;LJUBLJANA;28.08.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25189;VILHARJEVA CESTA;42;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;102312;462803;1;POVZROÈITELJ;24;ŽENSKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;11;,00;,00
12961;Z MATERIALNO ŠKODO;LJUBLJANA;28.08.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25189;VILHARJEVA CESTA;42;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;102312;462803;2;UDELEŽENEC;32;MOŠKI;LITIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;14;00;,00;,00
12962;Z MATERIALNO ŠKODO;JESENICE;01.09.2025;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;14010;JESENICE-JESENICE;00057;SPODNJI PLAVŽ;24;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;BETON;145025;425395;1;POVZROÈITELJ;59;MOŠKI;KRANJ;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;38;11;,00;,00
12962;Z MATERIALNO ŠKODO;JESENICE;01.09.2025;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;14010;JESENICE-JESENICE;00057;SPODNJI PLAVŽ;24;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;BETON;145025;425395;2;UDELEŽENEC;33;MOŠKI;;BOLGARIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;09;,00;,00
12963;Z MATERIALNO ŠKODO;NOVO MESTO;01.09.2025;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00099;ŠEGOVA ULICA;118;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;REDEK;SUHO;ASFALT;72574;512530;1;POVZROÈITELJ;55;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;37;01;,00;,00
12963;Z MATERIALNO ŠKODO;NOVO MESTO;01.09.2025;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00099;ŠEGOVA ULICA;118;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;REDEK;SUHO;ASFALT;72574;512530;2;UDELEŽENEC;20;ŽENSKI;NOVO MESTO;;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;04;,00;,00
12964;Z MATERIALNO ŠKODO;KOPER;01.09.2025;20;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00062;ÈRNI KAL-SRMIN;1500;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;46699;409391;1;POVZROÈITELJ;42;MOŠKI;;NEMÈIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;23;02;,00;,00
12965;Z MATERIALNO ŠKODO;LJUBLJANA;29.08.2025;17;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;28113;PODPEÈ-BREZOVICA;0;NI ODSEKOV;81;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;DEŽEVNO;REDEK;MOKRO;ASFALT;91749;454515;1;POVZROÈITELJ;26;MOŠKI;CERKNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;08;,00;,00
12965;Z MATERIALNO ŠKODO;LJUBLJANA;29.08.2025;17;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;28113;PODPEÈ-BREZOVICA;0;NI ODSEKOV;81;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;DEŽEVNO;REDEK;MOKRO;ASFALT;91749;454515;2;UDELEŽENEC;63;MOŠKI;SLOVENSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;45;06;,00;,00
12966;Z MATERIALNO ŠKODO;RADOVLJICA;02.09.2025;0;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;44034;LESCE;00021;ŠOBÈEVA CESTA;29;CESTA;PREMIKI Z VOZILOM;OSTALO;JASNO;REDEK;SUHO;MAKADAM;135375;434694;1;POVZROÈITELJ;29;ŽENSKI;;ZDRUŽENE DRŽAVE AMERIKE;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;02;04;,00;,00
12967;Z MATERIALNO ŠKODO;LENART;01.09.2025;23;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;21075;ZGORNJI ŽERJAVCI;0;NI ODSEKOV;8;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;161329;563604;1;UDELEŽENEC;21;MOŠKI;LENART;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;06;,00;,00
12967;Z MATERIALNO ŠKODO;LENART;01.09.2025;23;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;21075;ZGORNJI ŽERJAVCI;0;NI ODSEKOV;8;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;161329;563604;2;POVZROÈITELJ;28;MOŠKI;PESNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;07;07;,26;,00
12968;Z LAŽJO TELESNO POŠKODBO;LJUBLJANA;30.08.2025;4;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27164;MLADINSKA ULICA;89;KRIŽIŠÈE;NEPRILAGOJENA HITROST;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;102552;457575;1;;-1;;LJUBLJANA;SLOVENIJA;;;;0;0;,00;,00
12968;Z LAŽJO TELESNO POŠKODBO;LJUBLJANA;30.08.2025;4;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27164;MLADINSKA ULICA;89;KRIŽIŠÈE;NEPRILAGOJENA HITROST;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;102552;457575;2;POVZROÈITELJ;62;MOŠKI;LJUBLJANA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK TOVORNEGA VOZILA;DA;34;05;,00;,00
12969;Z MATERIALNO ŠKODO;MARIBOR;25.08.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00118;GOSPOSVETSKA CESTA;84;KROŽNO KRIŽIŠÈE;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;158366;548157;1;POVZROÈITELJ;83;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;65;01;,00;,00
12969;Z MATERIALNO ŠKODO;MARIBOR;25.08.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00118;GOSPOSVETSKA CESTA;84;KROŽNO KRIŽIŠÈE;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;158366;548157;2;UDELEŽENEC;32;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;14;02;,00;,00
12970;Z LAŽJO TELESNO POŠKODBO;JESENICE;30.08.2025;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;14012;KRANJSKA GORA;00008;KOROŠKA ULICA;1;CESTA;OSTALO;OSTALO;JASNO;REDEK;SUHO;ASFALT;150207;406540;1;UDELEŽENEC;13;MOŠKI;JESENICE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK MOPEDA;NEZNANO;0;0;,00;,00
12971;Z MATERIALNO ŠKODO;ILIRSKA BISTRICA;29.08.2025;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;12015;ILIRSKA BISTRICA;00003;BAZOVIŠKA CESTA;45;PARKIRNI PROSTOR;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;NEZNANO;NEZNANO;OSTALO;ASFALT;46901;440994;1;UDELEŽENEC;19;MOŠKI;ILIRSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
12972;Z MATERIALNO ŠKODO;CERKNICA;15.08.2025;19;NE;CESTA;LOKALNA CESTA;91230;OSTALE CESTE;0;NI ODSEKOV;0;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;OBLAÈNO;REDEK;SUHO;MAKADAM;0;0;1;POVZROÈITELJ;31;MOŠKI;CERKNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;13;06;,00;,00
12972;Z MATERIALNO ŠKODO;CERKNICA;15.08.2025;19;NE;CESTA;LOKALNA CESTA;91230;OSTALE CESTE;0;NI ODSEKOV;0;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;OBLAÈNO;REDEK;SUHO;MAKADAM;0;0;2;UDELEŽENEC;66;MOŠKI;LOGATEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK TRAKTORJA;DA;46;08;,00;,00
12973;Z LAŽJO TELESNO POŠKODBO;JESENICE;21.08.2025;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;14010;JESENICE-JESENICE;00018;CESTA ŽELEZARJEV;4;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;143973;427871;1;UDELEŽENEC;13;MOŠKI;JESENICE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK MOPEDA;DA;0;0;,00;,00
12974;Z MATERIALNO ŠKODO;LJUBLJANA;13.06.2025;7;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24283;GOSARJEVA ULICA;9;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;NEZNANO;NEZNANO;OSTALO;ASFALT;103986;462358;1;UDELEŽENEC;36;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;18;02;,00;,00
12975;Z MATERIALNO ŠKODO;SLOVENJ GRADEC;29.08.2025;12;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;49009;LEGEN;0;NI ODSEKOV;123;CESTA;OSTALO;NALETNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;151593;508986;1;POVZROÈITELJ;65;MOŠKI;;SRBIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;NEZNANO;45;04;,00;,00
12975;Z MATERIALNO ŠKODO;SLOVENJ GRADEC;29.08.2025;12;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;49009;LEGEN;0;NI ODSEKOV;123;CESTA;OSTALO;NALETNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;151593;508986;2;UDELEŽENEC;59;MOŠKI;SLOVENJ GRADEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;41;05;,00;,00
12976;S HUDO TELESNO POŠKODBO;KOPER;31.08.2025;7;NE;CESTA;GLAVNA CESTA;00011;PRISTANIŠÈE KP - DRAGONJA;01062;KOPER-DRAGONJA;1500;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;PREVRNITEV VOZILA;JASNO;GOST;SUHO;ASFALT;43433;400910;1;POVZROÈITELJ;62;MOŠKI;DOMŽALE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;34;08;,00;,00
12976;S HUDO TELESNO POŠKODBO;KOPER;31.08.2025;7;NE;CESTA;GLAVNA CESTA;00011;PRISTANIŠÈE KP - DRAGONJA;01062;KOPER-DRAGONJA;1500;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;PREVRNITEV VOZILA;JASNO;GOST;SUHO;ASFALT;43433;400910;2;UDELEŽENEC;65;ŽENSKI;DOMŽALE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
12976;S HUDO TELESNO POŠKODBO;KOPER;31.08.2025;7;NE;CESTA;GLAVNA CESTA;00011;PRISTANIŠÈE KP - DRAGONJA;01062;KOPER-DRAGONJA;1500;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;PREVRNITEV VOZILA;JASNO;GOST;SUHO;ASFALT;43433;400910;3;UDELEŽENEC;87;ŽENSKI;LJUBLJANA;SLOVENIJA;HUDA TELESNA POŠKODBA;POTNIK;NE;0;0;,00;,00
12977;Z MATERIALNO ŠKODO;RUŠE;20.08.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;68016;RUŠE-RUŠE;00015;INDUSTRIJSKA ULICA;4;CESTA;OSTALO;PREVRNITEV VOZILA;JASNO;REDEK;SUHO;ASFALT;0;0;1;POVZROÈITELJ;43;MOŠKI;SLOVENSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;24;03;,00;,00
12978;Z MATERIALNO ŠKODO;MARIBOR;20.08.2025;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00705;ULICA EVE LOVŠE;1;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;155760;549146;1;POVZROÈITELJ;49;MOŠKI;GORNJA RADGONA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;06;07;,03;,00
12978;Z MATERIALNO ŠKODO;MARIBOR;20.08.2025;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00705;ULICA EVE LOVŠE;1;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;155760;549146;2;UDELEŽENEC;43;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;06;,00;,00
12979;Z MATERIALNO ŠKODO;MARIBOR;26.08.2025;22;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64009;DOGOŠE;00004;NA POLJU;20;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;154909;553798;1;POVZROÈITELJ;24;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;11;,08;,00
12979;Z MATERIALNO ŠKODO;MARIBOR;26.08.2025;22;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64009;DOGOŠE;00004;NA POLJU;20;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;154909;553798;2;UDELEŽENEC;44;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
12980;Z MATERIALNO ŠKODO;MURSKA SOBOTA;29.08.2025;12;NE;CESTA;AVTOCESTA;000A5;MARIBOR-M.SOBOTA-PINCE;00810;VUÈJA VAS-MURSKA SOBOTA;3600;CESTA;OSTALO;OSTALO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;164651;586644;1;UDELEŽENEC;57;MOŠKI;GORNJA RADGONA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;34;03;,08;,00
12981;Z MATERIALNO ŠKODO;MARIBOR;27.08.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00534;TRŽAŠKA CESTA;53;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;0;0;1;POVZROÈITELJ;48;MOŠKI;IDRIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;29;09;,00;,00
12981;Z MATERIALNO ŠKODO;MARIBOR;27.08.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00534;TRŽAŠKA CESTA;53;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;0;0;2;UDELEŽENEC;79;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;48;08;,00;,00
12982;S HUDO TELESNO POŠKODBO;LJUBLJANA;12.08.2025;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;27019;MEDVODE;00022;GORENJSKA CESTA;13;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;NEZNANO;SUHO;ASFALT;112041;454432;1;POVZROÈITELJ;78;ŽENSKI;LJUBLJANA;SLOVENIJA;HUDA TELESNA POŠKODBA;KOLESAR;DA;0;0;,10;,00
12983;Z LAŽJO TELESNO POŠKODBO;ŽALEC;01.09.2025;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;62081;ŠEŠÈE PRI PREBOLDU;0;NI ODSEKOV;28;CESTA;OSTALO;PREVRNITEV VOZILA;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;121724;510456;1;UDELEŽENEC;27;ŽENSKI;ŽALEC;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;NE;05;10;,00;,00
12984;Z MATERIALNO ŠKODO;MARIBOR;26.08.2025;7;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00415;PTUJSKA CESTA;116;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;155131;550933;1;POVZROÈITELJ;62;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;42;11;,00;,00
